"id","number","capa","orden_geoserver","file_name","rule_name","rule_desc","filter","tipoFiltro","predicados","valores","min_scale_denom","max_scale_denom","max_zoom","min_zoom","symbolizer","PointSymbolizer","LineSymbolizer","PolygonSymbolizer","TextSymbolizer"
1,8,"argenmap:provincia","1","provincia_poligon_mb_hibrido.sld",NA,NA,"","","1","",0,2000000,19,8,"",NA,NA,NA,"<se:TextSymbolizer>
  <se:Label>
    <ogc:PropertyName>fna</ogc:PropertyName>
  </se:Label>
  <se:Font>
    <se:SvgParameter name=""font-family"">Arial</se:SvgParameter>
    <se:SvgParameter name=""font-size"">12</se:SvgParameter>
    <se:SvgParameter name=""font-weight"">bold</se:SvgParameter>
  </se:Font>
  <!--  <se:LabelPlacement>
                            <se:LinePlacement>
                                <se:PerpendicularOffset>10</se:PerpendicularOffset>
                            </se:LinePlacement>
                        </se:LabelPlacement> -->
  <se:Halo>
    <se:Radius>0.95</se:Radius>
    <se:Fill>
      <se:SvgParameter name=""fill"">#343434</se:SvgParameter>
      <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
    </se:Fill>
  </se:Halo>
  <se:Fill>
    <se:SvgParameter name=""fill"">#cfcfcf</se:SvgParameter>
    <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
  </se:Fill>
  <se:VendorOption name=""followLine"">true</se:VendorOption>
  <se:VendorOption name=""maxAngleDelta"">25</se:VendorOption>
  <se:VendorOption name=""group"">yes</se:VendorOption>
  <se:VendorOption name=""charSpacing"">1.5</se:VendorOption>
  <se:VendorOption name=""wordSpacing"">8</se:VendorOption>
</se:TextSymbolizer>"
1,9,"argenmap:provincia","1","provincia_poligon_mb_hibrido.sld",NA,NA,"","","1","",0,2000000,19,8,"",NA,NA,NA,"<se:TextSymbolizer>
  <se:Label>
    <ogc:PropertyName>fna</ogc:PropertyName>
  </se:Label>
  <se:Font>
    <se:SvgParameter name=""font-family"">Arial</se:SvgParameter>
    <se:SvgParameter name=""font-size"">12</se:SvgParameter>
    <se:SvgParameter name=""font-weight"">bold</se:SvgParameter>
  </se:Font>
  <!--  <se:LabelPlacement>
                            <se:LinePlacement>
                                <se:PerpendicularOffset>10</se:PerpendicularOffset>
                            </se:LinePlacement>
                        </se:LabelPlacement> -->
  <se:Halo>
    <se:Radius>0.95</se:Radius>
    <se:Fill>
      <se:SvgParameter name=""fill"">#343434</se:SvgParameter>
      <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
    </se:Fill>
  </se:Halo>
  <se:Fill>
    <se:SvgParameter name=""fill"">#cfcfcf</se:SvgParameter>
    <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
  </se:Fill>
  <se:VendorOption name=""followLine"">true</se:VendorOption>
  <se:VendorOption name=""maxAngleDelta"">25</se:VendorOption>
  <se:VendorOption name=""group"">yes</se:VendorOption>
  <se:VendorOption name=""charSpacing"">1.5</se:VendorOption>
  <se:VendorOption name=""wordSpacing"">8</se:VendorOption>
</se:TextSymbolizer>"
1,10,"argenmap:provincia","1","provincia_poligon_mb_hibrido.sld",NA,NA,"","","1","",0,2000000,19,8,"",NA,NA,NA,"<se:TextSymbolizer>
  <se:Label>
    <ogc:PropertyName>fna</ogc:PropertyName>
  </se:Label>
  <se:Font>
    <se:SvgParameter name=""font-family"">Arial</se:SvgParameter>
    <se:SvgParameter name=""font-size"">12</se:SvgParameter>
    <se:SvgParameter name=""font-weight"">bold</se:SvgParameter>
  </se:Font>
  <!--  <se:LabelPlacement>
                            <se:LinePlacement>
                                <se:PerpendicularOffset>10</se:PerpendicularOffset>
                            </se:LinePlacement>
                        </se:LabelPlacement> -->
  <se:Halo>
    <se:Radius>0.95</se:Radius>
    <se:Fill>
      <se:SvgParameter name=""fill"">#343434</se:SvgParameter>
      <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
    </se:Fill>
  </se:Halo>
  <se:Fill>
    <se:SvgParameter name=""fill"">#cfcfcf</se:SvgParameter>
    <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
  </se:Fill>
  <se:VendorOption name=""followLine"">true</se:VendorOption>
  <se:VendorOption name=""maxAngleDelta"">25</se:VendorOption>
  <se:VendorOption name=""group"">yes</se:VendorOption>
  <se:VendorOption name=""charSpacing"">1.5</se:VendorOption>
  <se:VendorOption name=""wordSpacing"">8</se:VendorOption>
</se:TextSymbolizer>"
1,11,"argenmap:provincia","1","provincia_poligon_mb_hibrido.sld",NA,NA,"","","1","",0,2000000,19,8,"",NA,NA,NA,"<se:TextSymbolizer>
  <se:Label>
    <ogc:PropertyName>fna</ogc:PropertyName>
  </se:Label>
  <se:Font>
    <se:SvgParameter name=""font-family"">Arial</se:SvgParameter>
    <se:SvgParameter name=""font-size"">12</se:SvgParameter>
    <se:SvgParameter name=""font-weight"">bold</se:SvgParameter>
  </se:Font>
  <!--  <se:LabelPlacement>
                            <se:LinePlacement>
                                <se:PerpendicularOffset>10</se:PerpendicularOffset>
                            </se:LinePlacement>
                        </se:LabelPlacement> -->
  <se:Halo>
    <se:Radius>0.95</se:Radius>
    <se:Fill>
      <se:SvgParameter name=""fill"">#343434</se:SvgParameter>
      <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
    </se:Fill>
  </se:Halo>
  <se:Fill>
    <se:SvgParameter name=""fill"">#cfcfcf</se:SvgParameter>
    <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
  </se:Fill>
  <se:VendorOption name=""followLine"">true</se:VendorOption>
  <se:VendorOption name=""maxAngleDelta"">25</se:VendorOption>
  <se:VendorOption name=""group"">yes</se:VendorOption>
  <se:VendorOption name=""charSpacing"">1.5</se:VendorOption>
  <se:VendorOption name=""wordSpacing"">8</se:VendorOption>
</se:TextSymbolizer>"
1,12,"argenmap:provincia","1","provincia_poligon_mb_hibrido.sld",NA,NA,"","","1","",0,2000000,19,8,"",NA,NA,NA,"<se:TextSymbolizer>
  <se:Label>
    <ogc:PropertyName>fna</ogc:PropertyName>
  </se:Label>
  <se:Font>
    <se:SvgParameter name=""font-family"">Arial</se:SvgParameter>
    <se:SvgParameter name=""font-size"">12</se:SvgParameter>
    <se:SvgParameter name=""font-weight"">bold</se:SvgParameter>
  </se:Font>
  <!--  <se:LabelPlacement>
                            <se:LinePlacement>
                                <se:PerpendicularOffset>10</se:PerpendicularOffset>
                            </se:LinePlacement>
                        </se:LabelPlacement> -->
  <se:Halo>
    <se:Radius>0.95</se:Radius>
    <se:Fill>
      <se:SvgParameter name=""fill"">#343434</se:SvgParameter>
      <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
    </se:Fill>
  </se:Halo>
  <se:Fill>
    <se:SvgParameter name=""fill"">#cfcfcf</se:SvgParameter>
    <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
  </se:Fill>
  <se:VendorOption name=""followLine"">true</se:VendorOption>
  <se:VendorOption name=""maxAngleDelta"">25</se:VendorOption>
  <se:VendorOption name=""group"">yes</se:VendorOption>
  <se:VendorOption name=""charSpacing"">1.5</se:VendorOption>
  <se:VendorOption name=""wordSpacing"">8</se:VendorOption>
</se:TextSymbolizer>"
1,13,"argenmap:provincia","1","provincia_poligon_mb_hibrido.sld",NA,NA,"","","1","",0,2000000,19,8,"",NA,NA,NA,"<se:TextSymbolizer>
  <se:Label>
    <ogc:PropertyName>fna</ogc:PropertyName>
  </se:Label>
  <se:Font>
    <se:SvgParameter name=""font-family"">Arial</se:SvgParameter>
    <se:SvgParameter name=""font-size"">12</se:SvgParameter>
    <se:SvgParameter name=""font-weight"">bold</se:SvgParameter>
  </se:Font>
  <!--  <se:LabelPlacement>
                            <se:LinePlacement>
                                <se:PerpendicularOffset>10</se:PerpendicularOffset>
                            </se:LinePlacement>
                        </se:LabelPlacement> -->
  <se:Halo>
    <se:Radius>0.95</se:Radius>
    <se:Fill>
      <se:SvgParameter name=""fill"">#343434</se:SvgParameter>
      <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
    </se:Fill>
  </se:Halo>
  <se:Fill>
    <se:SvgParameter name=""fill"">#cfcfcf</se:SvgParameter>
    <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
  </se:Fill>
  <se:VendorOption name=""followLine"">true</se:VendorOption>
  <se:VendorOption name=""maxAngleDelta"">25</se:VendorOption>
  <se:VendorOption name=""group"">yes</se:VendorOption>
  <se:VendorOption name=""charSpacing"">1.5</se:VendorOption>
  <se:VendorOption name=""wordSpacing"">8</se:VendorOption>
</se:TextSymbolizer>"
1,14,"argenmap:provincia","1","provincia_poligon_mb_hibrido.sld",NA,NA,"","","1","",0,2000000,19,8,"",NA,NA,NA,"<se:TextSymbolizer>
  <se:Label>
    <ogc:PropertyName>fna</ogc:PropertyName>
  </se:Label>
  <se:Font>
    <se:SvgParameter name=""font-family"">Arial</se:SvgParameter>
    <se:SvgParameter name=""font-size"">12</se:SvgParameter>
    <se:SvgParameter name=""font-weight"">bold</se:SvgParameter>
  </se:Font>
  <!--  <se:LabelPlacement>
                            <se:LinePlacement>
                                <se:PerpendicularOffset>10</se:PerpendicularOffset>
                            </se:LinePlacement>
                        </se:LabelPlacement> -->
  <se:Halo>
    <se:Radius>0.95</se:Radius>
    <se:Fill>
      <se:SvgParameter name=""fill"">#343434</se:SvgParameter>
      <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
    </se:Fill>
  </se:Halo>
  <se:Fill>
    <se:SvgParameter name=""fill"">#cfcfcf</se:SvgParameter>
    <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
  </se:Fill>
  <se:VendorOption name=""followLine"">true</se:VendorOption>
  <se:VendorOption name=""maxAngleDelta"">25</se:VendorOption>
  <se:VendorOption name=""group"">yes</se:VendorOption>
  <se:VendorOption name=""charSpacing"">1.5</se:VendorOption>
  <se:VendorOption name=""wordSpacing"">8</se:VendorOption>
</se:TextSymbolizer>"
1,15,"argenmap:provincia","1","provincia_poligon_mb_hibrido.sld",NA,NA,"","","1","",0,2000000,19,8,"",NA,NA,NA,"<se:TextSymbolizer>
  <se:Label>
    <ogc:PropertyName>fna</ogc:PropertyName>
  </se:Label>
  <se:Font>
    <se:SvgParameter name=""font-family"">Arial</se:SvgParameter>
    <se:SvgParameter name=""font-size"">12</se:SvgParameter>
    <se:SvgParameter name=""font-weight"">bold</se:SvgParameter>
  </se:Font>
  <!--  <se:LabelPlacement>
                            <se:LinePlacement>
                                <se:PerpendicularOffset>10</se:PerpendicularOffset>
                            </se:LinePlacement>
                        </se:LabelPlacement> -->
  <se:Halo>
    <se:Radius>0.95</se:Radius>
    <se:Fill>
      <se:SvgParameter name=""fill"">#343434</se:SvgParameter>
      <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
    </se:Fill>
  </se:Halo>
  <se:Fill>
    <se:SvgParameter name=""fill"">#cfcfcf</se:SvgParameter>
    <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
  </se:Fill>
  <se:VendorOption name=""followLine"">true</se:VendorOption>
  <se:VendorOption name=""maxAngleDelta"">25</se:VendorOption>
  <se:VendorOption name=""group"">yes</se:VendorOption>
  <se:VendorOption name=""charSpacing"">1.5</se:VendorOption>
  <se:VendorOption name=""wordSpacing"">8</se:VendorOption>
</se:TextSymbolizer>"
1,16,"argenmap:provincia","1","provincia_poligon_mb_hibrido.sld",NA,NA,"","","1","",0,2000000,19,8,"",NA,NA,NA,"<se:TextSymbolizer>
  <se:Label>
    <ogc:PropertyName>fna</ogc:PropertyName>
  </se:Label>
  <se:Font>
    <se:SvgParameter name=""font-family"">Arial</se:SvgParameter>
    <se:SvgParameter name=""font-size"">12</se:SvgParameter>
    <se:SvgParameter name=""font-weight"">bold</se:SvgParameter>
  </se:Font>
  <!--  <se:LabelPlacement>
                            <se:LinePlacement>
                                <se:PerpendicularOffset>10</se:PerpendicularOffset>
                            </se:LinePlacement>
                        </se:LabelPlacement> -->
  <se:Halo>
    <se:Radius>0.95</se:Radius>
    <se:Fill>
      <se:SvgParameter name=""fill"">#343434</se:SvgParameter>
      <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
    </se:Fill>
  </se:Halo>
  <se:Fill>
    <se:SvgParameter name=""fill"">#cfcfcf</se:SvgParameter>
    <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
  </se:Fill>
  <se:VendorOption name=""followLine"">true</se:VendorOption>
  <se:VendorOption name=""maxAngleDelta"">25</se:VendorOption>
  <se:VendorOption name=""group"">yes</se:VendorOption>
  <se:VendorOption name=""charSpacing"">1.5</se:VendorOption>
  <se:VendorOption name=""wordSpacing"">8</se:VendorOption>
</se:TextSymbolizer>"
1,17,"argenmap:provincia","1","provincia_poligon_mb_hibrido.sld",NA,NA,"","","1","",0,2000000,19,8,"",NA,NA,NA,"<se:TextSymbolizer>
  <se:Label>
    <ogc:PropertyName>fna</ogc:PropertyName>
  </se:Label>
  <se:Font>
    <se:SvgParameter name=""font-family"">Arial</se:SvgParameter>
    <se:SvgParameter name=""font-size"">12</se:SvgParameter>
    <se:SvgParameter name=""font-weight"">bold</se:SvgParameter>
  </se:Font>
  <!--  <se:LabelPlacement>
                            <se:LinePlacement>
                                <se:PerpendicularOffset>10</se:PerpendicularOffset>
                            </se:LinePlacement>
                        </se:LabelPlacement> -->
  <se:Halo>
    <se:Radius>0.95</se:Radius>
    <se:Fill>
      <se:SvgParameter name=""fill"">#343434</se:SvgParameter>
      <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
    </se:Fill>
  </se:Halo>
  <se:Fill>
    <se:SvgParameter name=""fill"">#cfcfcf</se:SvgParameter>
    <se:SvgParameter name=""fill-opacity"">0</se:SvgParameter>
  </se:Fill>
  <se:VendorOption name=""followLine"">true</se:VendorOption>
  <se:VendorOption name=""maxAngleDelta"">25</se:VendorOption>
  <se:VendorOption name=""group"">yes</se:VendorOption>
  <se:VendorOption name=""charSpacing"">1.5</se:VendorOption>
  <se:VendorOption name=""wordSpacing"">8</se:VendorOption>
</se:TextSymbolizer>"
